product_id,promotion_name,sales_country,sales_volume,negative_comment,price,invoice_date,supplier,brand_name
1227716,Shelf Emptiers,USA,53,2,10.46,22/04/2021,Kanyon,Carrington
1140663,Two Day Sale,USA,52,5,1500.4,15/10/2022,Zorlu Center,Carrington
1253242,Shelf Emptiers,USA,26,5,3000.85,7/4/2022,Mall of Istanbul,Golden
1108359,Saving Days,USA,66,1,5.23,7/6/2022,Mall of Istanbul,Golden
1195567,Bye Bye Baby,USA,65,4,1200.32,22/01/2023,Metropol AVM,Big Time
1289643,High Roller Savings,USA,43,2,2100,22/08/2022,Kanyon,Big Time
1722319,Two Day Sale,USA,59,1,35.84,3/10/2021,Kanyon,Big Time
1317105,Save-It Sale,USA,30,5,58.65,29/07/2021,Kanyon,Golden
1215721,Shelf Emptiers,USA,25,2,81.32,16/12/2022,Metrocity,Golden
1154469,Bye Bye Baby,USA,29,3,107.52,3/6/2021,Mall of Istanbul,Big Time
1172458,One Day Sale,USA,19,2,600.16,17/12/2021,Cevahir AVM,Imagine
1297270,One Day Sale,USA,62,5,1500.4,31/12/2022,Metropol AVM,Big Time
1153930,One Day Sale,USA,39,3,15.69,9/8/2022,Forum Istanbul,Golden
1282854,Sales Galore,USA,33,3,900.24,31/07/2022,Kanyon,Big Time
1869144,Double Down Sale,USA,26,4,20.92,4/5/2021,Mall of Istanbul,PigTail
1283443,You Save Days,USA,43,3,3150,25/05/2022,Viaport Outlet,Carrington
1193271,Free For All,USA,40,3,15.69,23/12/2022,Kanyon,Carrington
1985478,Weekend Markdown,USA,55,4,1200.32,24/01/2023,Kanyon,Big Time
1200392,Sale Winners,USA,24,5,1500.4,14/09/2021,Viaport Outlet,PigTail
1256691,High Roller Savings,USA,24,1,40.66,4/2/2022,Metrocity,PigTail
1796162,Weekend Markdown,USA,30,5,26.15,6/1/2022,Metrocity,PigTail
1224371,Weekend Markdown,USA,34,5,1500.4,1/2/2022,Mall of Istanbul,Golden
1215998,Price Savers,USA,64,5,1500.4,26/10/2022,Cevahir AVM,Big Time
1338966,Big Time Discounts,USA,57,5,1500.4,21/09/2022,Mall of Istanbul,Big Time
1293215,Green Light Days,USA,18,4,162.64,12/12/2021,Istinye Park,Golden
1149688,Coupon Spectacular,USA,26,4,1200.32,21/08/2021,Zorlu Center,PigTail
1109649,Super Savers,USA,19,3,15.69,8/10/2021,Emaar Square Mall,Golden
1299820,Sales Galore,USA,22,3,45.45,22/11/2021,Kanyon,Imagine
1157775,Big Time Discounts,Mexico,48,1,300.08,19/03/2022,Kanyon,Golden
1317140,Super Savers,Mexico,56,5,58.65,19/10/2022,Istinye Park,Carrington
1147334,Wallet Savers,Mexico,35,2,600.16,12/1/2022,Viaport Outlet,Carrington
1278121,Wallet Savers,Mexico,60,4,143.36,7/6/2021,Metrocity,Golden
1134452,Three for One,Mexico,32,1,300.08,15/01/2023,Forum Istanbul,Big Time
1320846,Super Savers,Mexico,27,4,1200.32,11/11/2021,Kanyon,Imagine
1740676,Big Time Savings,Mexico,56,2,600.16,21/09/2022,Istinye Park,PigTail
1142331,Sales Days,Mexico,35,4,162.64,30/05/2021,Metrocity,Imagine
1222983,Big Promo,Mexico,68,1,300.08,23/12/2021,Metropol AVM,Carrington
1164665,Shelf Clearing Days,Mexico,64,2,2100,30/04/2022,Kanyon,Carrington
1133387,Big Promo,Mexico,60,4,143.36,7/6/2021,Forum Istanbul,Big Time
1276763,Big Promo,Mexico,64,5,179.2,21/02/2022,Kanyon,Imagine
1273890,Two Day Sale,Mexico,41,3,900.24,26/08/2021,Emaar Square Mall,Imagine
1774221,Price Winners,Mexico,30,5,26.15,15/12/2021,Metrocity,Golden
1202171,Big Time Savings,Mexico,40,1,300.08,20/02/2021,Mall of Istanbul,PigTail
1219780,Sale Winners,Mexico,29,2,600.16,8/10/2021,Kanyon,Golden
1160221,Green Light Days,Mexico,25,3,900.24,1/8/2022,Mall of Istanbul,Golden
1106691,Shelf Clearing Days,Mexico,60,4,1200.32,9/9/2021,Kanyon,Golden
1129886,Green Light Days,Mexico,42,5,26.15,25/10/2021,Metrocity,PigTail
1745394,Big Promo,Mexico,54,1,5.23,14/12/2021,Metropol AVM,PigTail
1157056,Sales Galore,Mexico,50,5,1500.4,20/06/2021,Kanyon,Golden
1304531,Sales Days,Mexico,54,1,300.08,7/4/2021,Metropol AVM,PigTail
1762439,Shelf Clearing Days,Mexico,45,4,60.6,5/12/2021,Metrocity,Imagine
1300972,Price Winners,Mexico,40,1,40.66,25/05/2021,Zorlu Center,Carrington
1151588,Price Destroyers,Mexico,24,3,45.45,12/4/2022,Metrocity,Golden
1657069,Two for One,Mexico,40,4,1200.32,16/12/2021,Mall of Istanbul,Big Time
1122655,One Day Sale,Mexico,32,2,2100,21/02/2021,Metropol AVM,Carrington
1236914,Go For It,Mexico,28,3,900.24,26/10/2021,Mall of Istanbul,Carrington
1247471,Price Winners,Mexico,22,1,35.84,18/12/2022,Mall of Istanbul,Golden
1362306,Price Winners,Mexico,21,1,300.08,19/09/2022,Metrocity,PigTail
1215279,Price Destroyers,Mexico,31,2,600.16,1/2/2023,Kanyon,Golden
1216061,Price Destroyers,Mexico,61,3,15.69,5/10/2022,Mall of Istanbul,Golden
1246375,Go For It,Mexico,67,2,81.32,28/11/2021,Kanyon,Big Time
1103596,Savings Galore,Mexico,52,5,3000.85,3/8/2021,Kanyon,Imagine
1259878,Dimes Off,Mexico,44,4,1200.32,12/10/2022,Metropol AVM,Golden
1206422,Two Day Sale,Mexico,48,2,10.46,28/09/2022,Kanyon,Big Time
1201704,Price Destroyers,Mexico,53,3,15.69,12/7/2021,Metrocity,Big Time
1168037,One Day Sale,Mexico,27,4,143.36,3/7/2021,Mall of Istanbul,Imagine
1307534,One Day Sale,Mexico,28,4,162.64,26/03/2022,Viaport Outlet,Imagine
1259196,Coupon Spectacular,Mexico,43,4,143.36,17/05/2022,Cevahir AVM,Carrington
1141241,Dollar Cutters,Mexico,54,5,58.65,11/4/2022,Kanyon,Imagine
1289973,Price Destroyers,Mexico,41,5,26.15,22/10/2021,Kanyon,Imagine
1147203,Go For It,Mexico,59,5,203.3,20/12/2021,Istinye Park,Big Time
1323788,Save-It Sale,Canada,32,1,300.08,17/03/2022,Metropol AVM,Carrington
1285454,Super Duper Savers,Canada,41,5,58.65,23/06/2022,Metropol AVM,Carrington
1288152,Price Smashers,Canada,30,3,3150,19/06/2021,Mall of Istanbul,PigTail
1134126,I Cant Believe It Sale,Canada,22,1,300.08,30/08/2022,Istinye Park,Big Time
1311052,Super Savers,Canada,51,4,1200.32,20/11/2021,Cevahir AVM,Imagine
1176469,Money Savers,Canada,23,2,10.46,31/07/2021,Viaport Outlet,Imagine
1167993,Double Down Sale,Canada,40,2,71.68,20/02/2022,Kanyon,Golden
1222086,Super Duper Savers,Canada,37,5,1500.4,9/2/2023,Emaar Square Mall,Imagine
1164597,Bye Bye Baby,Canada,24,1,300.08,24/03/2021,Mall of Istanbul,Golden
1184307,Money Savers,Canada,22,1,5.23,25/08/2022,Kanyon,Golden
1289905,Green Light Special,Canada,61,4,162.64,21/10/2021,Kanyon,Golden
1416544,Price Cutters,Canada,25,2,10.46,28/05/2022,Metrocity,PigTail
1601026,I Cant Believe It Sale,Canada,66,5,58.65,5/3/2022,Zorlu Center,PigTail
1257890,Super Savers,Canada,59,1,600.17,5/10/2021,Kanyon,Imagine
1260028,Money Savers,Canada,38,4,1200.32,16/04/2021,Metropol AVM,PigTail
1170160,Price Slashers,Canada,34,2,71.68,26/02/2023,Metrocity,Big Time
1624164,Double Down Sale,Canada,26,1,300.08,20/03/2021,Kanyon,PigTail
1143353,Price Cutters,Canada,59,5,58.65,15/05/2022,Metrocity,Golden
1278401,Shelf Clearing Days,USA,53,1,35.84,31/01/2023,Mall of Istanbul,Carrington
1402966,Shelf Clearing Days,USA,23,4,162.64,2/10/2021,Viaport Outlet,Carrington
1244241,Green Light Special,USA,23,5,1500.4,3/8/2022,Viaport Outlet,Carrington
1179048,Green Light Special,USA,66,3,3150,28/03/2021,Cevahir AVM,Carrington
1165202,You Save Days,USA,56,4,162.64,21/11/2022,Mall of Istanbul,Golden
1328321,Shelf Clearing Days,USA,38,2,23.46,12/2/2021,Metropol AVM,Big Time
1417106,Super Duper Savers,USA,28,3,900.24,3/4/2021,Cevahir AVM,PigTail
1248153,Price Destroyers,USA,44,1,5.23,3/7/2022,Metropol AVM,Imagine
1112270,Price Destroyers,USA,26,4,20.92,14/02/2021,Mall of Istanbul,Imagine
1318831,Price Destroyers,USA,41,4,162.64,15/07/2022,Viaport Outlet,Golden
1258322,Money Savers,USA,50,4,1200.32,12/7/2021,Viaport Outlet,Big Time
1334246,Super Duper Savers,USA,23,3,121.98,19/05/2022,Mall of Istanbul,PigTail
1198233,Price Cutters,USA,31,4,162.64,13/02/2023,Metropol AVM,PigTail
1310819,Saving Days,Mexico,26,5,203.3,27/11/2022,Forum Istanbul,Golden
1409288,Shelf Emptiers,Mexico,56,3,15.69,2/3/2021,Viaport Outlet,Imagine
1131054,Sale Winners,Mexico,34,4,143.36,16/10/2021,Kanyon,Imagine
1149521,Dollar Cutters,Mexico,29,2,600.16,4/11/2021,Kanyon,Imagine
1156233,Price Winners,Mexico,20,1,300.08,11/1/2023,Mall of Istanbul,Carrington
1295784,Shelf Clearing Days,Mexico,54,3,121.98,8/6/2022,Forum Istanbul,Carrington
1255381,Dimes Off,USA,40,4,1200.32,24/05/2021,Metrocity,Golden
1337719,Savings Galore,Canada,40,5,203.3,18/01/2021,Istinye Park,Golden
1220863,Cash Register Lottery,USA,21,4,60.6,22/07/2021,Mall of Istanbul,Fantastic
1530401,Price Savers,USA,32,2,2100,25/09/2022,Zorlu Center,Great
1219555,Price Savers,USA,47,3,900.24,10/9/2021,Metrocity,Fantastic
1316629,Bag Stuffers,USA,41,3,35.19,16/01/2022,Cevahir AVM,Great
1795251,Price Slashers,USA,33,5,203.3,13/11/2022,Kanyon,Sphinx
1151099,Save-It Sale,USA,67,2,23.46,14/03/2021,Mall of Istanbul,Modell
1286193,Price Savers,USA,37,3,121.98,23/07/2022,Istinye Park,Modell
1399563,Bag Stuffers,USA,38,1,35.84,24/06/2021,Metropol AVM,Great
1229355,Bag Stuffers,USA,28,5,3000.85,30/01/2021,Kanyon,Sphinx
1147727,Price Slashers,USA,38,1,15.15,17/04/2022,Kanyon,Sphinx
1504141,Price Slashers,USA,56,1,40.66,23/02/2023,Kanyon,Modell
1246151,I Cant Believe It Sale,USA,25,3,45.45,5/7/2021,Metropol AVM,Fantastic
1164675,Price Slashers,USA,66,5,75.75,31/08/2021,Kanyon,Colony
1606511,Price Slashers,USA,37,2,23.46,9/9/2022,Viaport Outlet,Great
1342816,Price Savers,USA,19,2,10.46,4/11/2021,Mall of Istanbul,Sphinx
1151764,Cash Register Lottery,USA,53,5,1500.4,30/06/2022,Kanyon,Colony
1226172,Bag Stuffers,USA,69,1,600.17,24/07/2021,Kanyon,Colony
1737630,Double Down Sale,USA,69,5,1500.4,15/04/2022,Metropol AVM,Great
1891311,Bag Stuffers,USA,31,2,10.46,25/09/2021,Metropol AVM,Sphinx
1127733,I Cant Believe It Sale,USA,39,5,75.75,24/08/2021,Kanyon,Sphinx
1202398,High Roller Savings,USA,53,5,3000.85,26/01/2021,Zorlu Center,Great
1160585,High Roller Savings,USA,26,2,81.32,5/2/2022,Metropol AVM,Modell
1771414,I Cant Believe It Sale,USA,63,3,15.69,9/12/2022,Forum Istanbul,Great
1139520,High Roller Savings,USA,34,5,1500.4,14/02/2021,Mall of Istanbul,Great
1291540,Bag Stuffers,USA,25,1,5.23,17/07/2022,Kanyon,Modell
1798213,I Cant Believe It Sale,USA,20,3,1800.51,3/1/2021,Metropol AVM,Great
1232338,I Cant Believe It Sale,USA,18,4,1200.32,22/09/2022,Metropol AVM,Sphinx
1267713,Bag Stuffers,USA,53,4,162.64,27/06/2021,Kanyon,Sphinx
1525798,Cash Register Lottery,USA,46,4,162.64,3/2/2023,Mall of Istanbul,Fantastic
1353272,Cash Register Lottery,USA,34,1,300.08,29/07/2021,Istinye Park,Modell
1165687,High Roller Savings,USA,61,3,900.24,8/12/2022,Metropol AVM,Modell
1169015,Bag Stuffers,USA,38,5,1500.4,11/8/2022,Mall of Istanbul,Colony
1111305,Price Slashers,USA,67,3,15.69,13/09/2021,Metropol AVM,Colony
1187171,I Cant Believe It Sale,USA,33,4,143.36,27/05/2022,Istinye Park,Great
1148276,Cash Register Lottery,USA,63,4,1200.32,7/12/2022,Zorlu Center,Colony
1783231,Tip Top Savings,USA,21,5,1500.4,5/1/2022,Cevahir AVM,Modell
1313426,Price Slashers,USA,41,4,162.64,5/4/2022,Kanyon,Fantastic
1112291,I Cant Believe It Sale,USA,48,1,5.23,10/1/2022,Cevahir AVM,Modell
1402983,Bag Stuffers,USA,27,1,1050,30/01/2022,Kanyon,Colony
1155076,Big Time Savings,USA,22,5,179.2,21/12/2022,Kanyon,Great
1204056,Cash Register Lottery,USA,54,4,1200.32,24/02/2021,Metropol AVM,Sphinx
1218385,I Cant Believe It Sale,USA,51,1,35.84,19/07/2022,Metrocity,Colony
1198698,Cash Register Lottery,USA,29,1,300.08,15/01/2023,Metropol AVM,Great
1428118,Bag Stuffers,USA,44,2,1200.34,12/1/2023,Kanyon,Modell
1204147,Cash Register Lottery,USA,20,3,1800.51,5/11/2022,Kanyon,Fantastic
1361028,Bag Stuffers,USA,59,2,1200.34,23/07/2021,Metrocity,Fantastic
1915945,Bag Stuffers,USA,23,4,1200.32,30/06/2022,Metropol AVM,Modell
1165461,Price Slashers,USA,25,1,300.08,1/11/2022,Emaar Square Mall,Modell
1762381,Cash Register Lottery,USA,63,1,600.17,27/10/2022,Kanyon,Great
1818298,Price Savers,USA,21,5,1500.4,21/08/2022,Kanyon,Fantastic
1261290,Cash Register Lottery,USA,56,3,900.24,13/03/2021,Cevahir AVM,Modell
1215578,Big Time Savings,USA,39,2,81.32,4/8/2022,Kanyon,Great
1136666,I Cant Believe It Sale,USA,50,2,10.46,1/4/2021,Mall of Istanbul,Colony
1120948,Tip Top Savings,USA,54,4,2400.68,8/8/2021,Mall of Istanbul,Modell
1173679,Cash Register Lottery,USA,27,3,3150,28/06/2021,Viaport Outlet,Modell
1638275,Big Time Savings,USA,56,5,1500.4,25/01/2021,Emaar Square Mall,Sphinx
1551237,Save-It Sale,USA,53,4,1200.32,22/11/2021,Metropol AVM,Colony
1239285,Bag Stuffers,USA,62,3,121.98,13/11/2022,Viaport Outlet,Sphinx
1723062,Big Time Savings,USA,42,4,1200.32,12/8/2022,Kanyon,Fantastic
1353329,Price Slashers,USA,68,2,71.68,18/09/2022,Metrocity,Fantastic
1321920,Double Down Sale,USA,27,4,1200.32,8/6/2021,Mall of Istanbul,Great
1176115,Price Slashers,USA,39,4,162.64,30/08/2021,Viaport Outlet,Fantastic
1251743,Save-It Sale,USA,44,3,107.52,19/06/2022,Kanyon,Sphinx
1964173,Save-It Sale,USA,52,3,900.24,15/12/2022,Emaar Square Mall,Colony
1334389,Price Slashers,USA,19,2,81.32,29/12/2021,Mall of Istanbul,Great
1251855,Cash Register Lottery,USA,68,3,121.98,19/06/2022,Cevahir AVM,Fantastic
1985808,Cash Register Lottery,USA,22,5,75.75,16/06/2021,Emaar Square Mall,Sphinx
1224565,Price Slashers,USA,61,1,600.17,7/2/2021,Emaar Square Mall,Modell
1239703,Price Slashers,USA,23,3,15.69,17/01/2023,Kanyon,Fantastic
1156413,Dollar Days,USA,34,5,203.3,20/01/2022,Metrocity,Great
1158683,Dollar Days,USA,33,2,23.46,31/07/2022,Metrocity,Sphinx
1983860,Super Duper Savers,USA,60,1,600.17,30/09/2021,Metropol AVM,Sphinx
1119809,Super Duper Savers,USA,24,1,5.23,6/4/2022,Zorlu Center,Modell
1319942,Price Savers,USA,53,5,203.3,14/11/2022,Mall of Istanbul,Fantastic
1133278,Free For All,USA,22,3,900.24,24/02/2021,Metrocity,Fantastic
1252084,Super Duper Savers,USA,50,4,46.92,25/05/2021,Metrocity,Modell
1182889,Double Down Sale,USA,49,2,600.16,22/03/2021,Metrocity,Great
1106271,Bag Stuffers,USA,31,1,300.08,22/12/2022,Mall of Istanbul,Sphinx
1112481,Sales Galore,USA,29,5,26.15,7/7/2021,Cevahir AVM,Colony
1240751,Double Down Sale,USA,52,1,5.23,18/09/2021,Kanyon,Great
1282789,Dollar Days,USA,67,2,81.32,18/02/2022,Istinye Park,Great
1676291,Two Day Sale,USA,50,2,10.46,13/06/2021,Metropol AVM,Colony
1827069,Price Savers,USA,58,5,179.2,30/05/2021,Mall of Istanbul,Sphinx
1242823,Super Duper Savers,USA,50,4,1200.32,26/03/2021,Metropol AVM,Colony
1208631,Sales Galore,USA,68,2,2100,27/07/2022,Kanyon,Sphinx
1139308,Saving Days,USA,59,2,23.46,6/4/2022,Emaar Square Mall,Colony
1177201,Super Duper Savers,USA,66,5,1500.4,4/2/2022,Forum Istanbul,Sphinx
1263818,Super Duper Savers,USA,69,4,46.92,26/06/2022,Zorlu Center,Colony
1174966,Bag Stuffers,USA,27,5,26.15,25/07/2022,Mall of Istanbul,Sphinx
1186896,Sales Galore,USA,52,1,35.84,19/09/2021,Zorlu Center,Colony
1207465,Dollar Days,USA,27,2,600.16,10/10/2022,Istinye Park,Fantastic
1191148,Double Down Sale,USA,43,2,2100,29/03/2022,Forum Istanbul,Fantastic
1159487,Big Promo,USA,36,1,300.08,9/7/2021,Emaar Square Mall,Modell
1215141,Saving Days,USA,19,1,11.73,25/01/2022,Kanyon,Sphinx
1235828,Big Promo,USA,21,5,75.75,14/12/2021,Metrocity,Colony
1281274,Two for One,USA,20,1,300.08,4/9/2022,Kanyon,Colony
1135898,Big Promo,USA,23,2,71.68,14/08/2022,Metropol AVM,Fantastic
1943072,Super Duper Savers,USA,52,2,81.32,3/2/2022,Metrocity,Fantastic
1142738,Sales Galore,USA,24,4,1200.32,3/1/2021,Kanyon,Fantastic
1304665,Price Savers,USA,20,5,26.15,5/12/2021,Metropol AVM,Modell
1133240,Price Savers,USA,58,3,107.52,14/06/2022,Zorlu Center,Sphinx
1215906,Super Savers,USA,21,4,1200.32,13/08/2021,Mall of Istanbul,Great
1247747,Big Promo,USA,35,2,1200.34,11/1/2022,Istinye Park,Fantastic
1227154,Double Down Sale,USA,29,3,121.98,22/12/2021,Kanyon,Great
1133197,Tip Top Savings,USA,68,2,81.32,4/2/2021,Forum Istanbul,Sphinx
1542618,Super Duper Savers,USA,50,3,121.98,22/02/2022,Emaar Square Mall,Fantastic
1522612,Sales Galore,USA,44,3,107.52,14/09/2021,Kanyon,Modell
1336817,Double Down Sale,USA,47,1,300.08,3/8/2021,Cevahir AVM,Modell
1216982,Dollar Days,USA,48,4,46.92,2/1/2023,Metrocity,Fantastic
1317443,Free For All,USA,39,1,35.84,23/11/2022,Mall of Istanbul,Colony
1115679,Weekend Markdown,USA,27,1,300.08,10/1/2023,Kanyon,Modell
1227707,Price Savers,USA,34,4,2400.68,10/1/2022,Viaport Outlet,Colony
1238456,Price Savers,USA,65,1,5.23,6/8/2022,Kanyon,Sphinx
1940840,Super Savers,USA,53,2,81.32,19/02/2023,Istinye Park,Great
1298805,Super Duper Savers,USA,19,3,15.69,29/06/2021,Kanyon,Fantastic
1169894,Two Day Sale,USA,19,2,600.16,1/7/2021,Istinye Park,Colony
1183571,Double Down Sale,USA,31,1,5.23,7/2/2022,Metrocity,Fantastic
1921232,Sales Galore,USA,43,2,71.68,10/10/2021,Cevahir AVM,Sphinx
1130799,Sales Galore,USA,42,3,900.24,30/06/2021,Metrocity,Great
1199384,Big Promo,USA,58,4,60.6,24/03/2022,Kanyon,Modell
1300557,Dollar Days,USA,34,3,121.98,17/09/2022,Istinye Park,Fantastic
1162186,Saving Days,USA,32,2,81.32,31/07/2021,Istinye Park,Sphinx
1299125,Price Winners,USA,27,4,46.92,21/11/2022,Kanyon,Fantastic
1720017,Tip Top Savings,USA,28,2,10.46,4/9/2022,Kanyon,Sphinx
1293086,Double Down Sale,USA,55,3,121.98,18/02/2021,Kanyon,Fantastic
1995407,Dollar Days,USA,48,3,35.19,21/03/2021,Metropol AVM,Great
1306845,Super Duper Savers,USA,46,4,20.92,2/9/2022,Mall of Istanbul,Fantastic
1274190,Double Down Sale,USA,20,3,107.52,16/06/2021,Metropol AVM,Sphinx
1305432,Double Down Sale,USA,39,3,107.52,26/01/2023,Mall of Istanbul,Sphinx
