product_id,price,promotion_name,sales_country
1153930,15.69,One Day Sale,USA
1282854,900.24,Sales Galore,USA
1869144,20.92,Double Down Sale,USA
1283443,3150,You Save Days,USA
1193271,15.69,Free For All,USA
1985478,1200.32,Weekend Markdown,USA
1200392,1500.4,Sale Winners,USA
1256691,40.66,High Roller Savings,USA
1796162,26.15,Weekend Markdown,USA
1224371,1500.4,Weekend Markdown,USA
1215998,1500.4,Price Savers,USA
1338966,1500.4,Big Time Discounts,USA
1293215,162.64,Green Light Days,USA
1149688,1200.32,Coupon Spectacular,USA
1109649,15.69,Super Savers,USA
1299820,45.45,Sales Galore,USA
1157775,300.08,Big Time Discounts,Mexico
1317140,58.65,Super Savers,Mexico
1147334,600.16,Wallet Savers,Mexico
1278121,143.36,Wallet Savers,Mexico
1134452,300.08,Three for One,Mexico
1320846,1200.32,Super Savers,Mexico
1740676,600.16,Big Time Savings,Mexico
1142331,162.64,Sales Days,Mexico
1222983,300.08,Big Promo,Mexico
1164665,2100,Shelf Clearing Days,Mexico
1133387,143.36,Big Promo,Mexico
1276763,179.2,Big Promo,Mexico
1273890,900.24,Two Day Sale,Mexico
1774221,26.15,Price Winners,Mexico
1202171,300.08,Big Time Savings,Mexico
1219780,600.16,Sale Winners,Mexico
1160221,900.24,Green Light Days,Mexico
1106691,1200.32,Shelf Clearing Days,Mexico
1129886,26.15,Green Light Days,Mexico
1745394,5.23,Big Promo,Mexico
1157056,1500.4,Sales Galore,Mexico
1304531,300.08,Sales Days,Mexico
1762439,60.6,Shelf Clearing Days,Mexico
1300972,40.66,Price Winners,Mexico
1151588,45.45,Price Destroyers,Mexico
1657069,1200.32,Two for One,Mexico
1122655,2100,One Day Sale,Mexico
1236914,900.24,Go For It,Mexico
1247471,35.84,Price Winners,Mexico
1362306,300.08,Price Winners,Mexico
1215279,600.16,Price Destroyers,Mexico
1216061,15.69,Price Destroyers,Mexico
1246375,81.32,Go For It,Mexico
1103596,3000.85,Savings Galore,Mexico
1259878,1200.32,Dimes Off,Mexico
1206422,10.46,Two Day Sale,Mexico
1201704,15.69,Price Destroyers,Mexico
1168037,143.36,One Day Sale,Mexico
1307534,162.64,One Day Sale,Mexico
1259196,143.36,Coupon Spectacular,Mexico
1141241,58.65,Dollar Cutters,Mexico
1289973,26.15,Price Destroyers,Mexico
1147203,203.3,Go For It,Mexico
1323788,300.08,Save-It Sale,Canada
1285454,58.65,Super Duper Savers,Canada
1288152,3150,Price Smashers,Canada
1134126,300.08,I Cant Believe It Sale,Canada
1311052,1200.32,Super Savers,Canada
1176469,10.46,Money Savers,Canada
1167993,71.68,Double Down Sale,Canada
1222086,1500.4,Super Duper Savers,Canada
1164597,300.08,Bye Bye Baby,Canada
1184307,5.23,Money Savers,Canada
1289905,162.64,Green Light Special,Canada
1416544,10.46,Price Cutters,Canada
1601026,58.65,I Cant Believe It Sale,Canada
1257890,600.17,Super Savers,Canada
1260028,1200.32,Money Savers,Canada
1170160,71.68,Price Slashers,Canada
1624164,300.08,Double Down Sale,Canada
1143353,58.65,Price Cutters,Canada
1278401,35.84,Shelf Clearing Days,USA
1402966,162.64,Shelf Clearing Days,USA
1244241,1500.4,Green Light Special,USA
1179048,3150,Green Light Special,USA
1165202,162.64,You Save Days,USA
1328321,23.46,Shelf Clearing Days,USA
1417106,900.24,Super Duper Savers,USA
1248153,5.23,Price Destroyers,USA
1112270,20.92,Price Destroyers,USA
1318831,162.64,Price Destroyers,USA
1258322,1200.32,Money Savers,USA
1334246,121.98,Super Duper Savers,USA
1198233,162.64,Price Cutters,USA
1310819,203.3,Saving Days,Mexico
1409288,15.69,Shelf Emptiers,Mexico
1131054,143.36,Sale Winners,Mexico
1149521,600.16,Dollar Cutters,Mexico
1156233,300.08,Price Winners,Mexico
1295784,121.98,Shelf Clearing Days,Mexico
1255381,1200.32,Dimes Off,USA
1337719,203.3,Savings Galore,Canada
1220863,60.6,Cash Register Lottery,USA
1530401,2100,Price Savers,USA
1219555,900.24,Price Savers,USA
1316629,35.19,Bag Stuffers,USA
1795251,203.3,Price Slashers,USA
1151099,23.46,Save-It Sale,USA
1286193,121.98,Price Savers,USA
1399563,35.84,Bag Stuffers,USA
1229355,3000.85,Bag Stuffers,USA
1147727,15.15,Price Slashers,USA
1504141,40.66,Price Slashers,USA
1246151,45.45,I Cant Believe It Sale,USA
1164675,75.75,Price Slashers,USA
1606511,23.46,Price Slashers,USA
1342816,10.46,Price Savers,USA
1151764,1500.4,Cash Register Lottery,USA
1226172,600.17,Bag Stuffers,USA
1737630,1500.4,Double Down Sale,USA
1891311,10.46,Bag Stuffers,USA
1127733,75.75,I Cant Believe It Sale,USA
1202398,3000.85,High Roller Savings,USA
1160585,81.32,High Roller Savings,USA
1771414,15.69,I Cant Believe It Sale,USA
1139520,1500.4,High Roller Savings,USA
1291540,5.23,Bag Stuffers,USA
1798213,1800.51,I Cant Believe It Sale,USA
1232338,1200.32,I Cant Believe It Sale,USA
1267713,162.64,Bag Stuffers,USA
1525798,162.64,Cash Register Lottery,USA
1353272,300.08,Cash Register Lottery,USA
1165687,900.24,High Roller Savings,USA
1169015,1500.4,Bag Stuffers,USA
1111305,15.69,Price Slashers,USA
1187171,143.36,I Cant Believe It Sale,USA
1148276,1200.32,Cash Register Lottery,USA
1783231,1500.4,Tip Top Savings,USA
1313426,162.64,Price Slashers,USA
1112291,5.23,I Cant Believe It Sale,USA
1402983,1050,Bag Stuffers,USA
1155076,179.2,Big Time Savings,USA
1204056,1200.32,Cash Register Lottery,USA
1218385,35.84,I Cant Believe It Sale,USA
1198698,300.08,Cash Register Lottery,USA
1428118,1200.34,Bag Stuffers,USA
1204147,1800.51,Cash Register Lottery,USA
1361028,1200.34,Bag Stuffers,USA
1915945,1200.32,Bag Stuffers,USA
1165461,300.08,Price Slashers,USA
1762381,600.17,Cash Register Lottery,USA
1818298,1500.4,Price Savers,USA
1261290,900.24,Cash Register Lottery,USA
1215578,81.32,Big Time Savings,USA
1136666,10.46,I Cant Believe It Sale,USA
1120948,2400.68,Tip Top Savings,USA
1173679,3150,Cash Register Lottery,USA
1638275,1500.4,Big Time Savings,USA
1551237,1200.32,Save-It Sale,USA
1239285,121.98,Bag Stuffers,USA
1723062,1200.32,Big Time Savings,USA
1353329,71.68,Price Slashers,USA
1321920,1200.32,Double Down Sale,USA
1176115,162.64,Price Slashers,USA
1251743,107.52,Save-It Sale,USA
1964173,900.24,Save-It Sale,USA
1334389,81.32,Price Slashers,USA
1251855,121.98,Cash Register Lottery,USA
1985808,75.75,Cash Register Lottery,USA
1224565,600.17,Price Slashers,USA
1239703,15.69,Price Slashers,USA
1156413,203.3,Dollar Days,USA
1158683,23.46,Dollar Days,USA
1983860,600.17,Super Duper Savers,USA
1119809,5.23,Super Duper Savers,USA
1319942,203.3,Price Savers,USA
1133278,900.24,Free For All,USA
1252084,46.92,Super Duper Savers,USA
1182889,600.16,Double Down Sale,USA
1106271,300.08,Bag Stuffers,USA
1112481,26.15,Sales Galore,USA
1240751,5.23,Double Down Sale,USA
1282789,81.32,Dollar Days,USA
1676291,10.46,Two Day Sale,USA
1827069,179.2,Price Savers,USA
1242823,1200.32,Super Duper Savers,USA
1208631,2100,Sales Galore,USA
1139308,23.46,Saving Days,USA
1177201,1500.4,Super Duper Savers,USA
1263818,46.92,Super Duper Savers,USA
1174966,26.15,Bag Stuffers,USA
1186896,35.84,Sales Galore,USA
1207465,600.16,Dollar Days,USA
1191148,2100,Double Down Sale,USA
1159487,300.08,Big Promo,USA
1215141,11.73,Saving Days,USA
1235828,75.75,Big Promo,USA
1281274,300.08,Two for One,USA
1135898,71.68,Big Promo,USA
1943072,81.32,Super Duper Savers,USA
1142738,1200.32,Sales Galore,USA
1304665,26.15,Price Savers,USA
1133240,107.52,Price Savers,USA
1215906,1200.32,Super Savers,USA
1247747,1200.34,Big Promo,USA
1227154,121.98,Double Down Sale,USA
1133197,81.32,Tip Top Savings,USA
1542618,121.98,Super Duper Savers,USA
1522612,107.52,Sales Galore,USA
1336817,300.08,Double Down Sale,USA
1216982,46.92,Dollar Days,USA
1317443,35.84,Free For All,USA
1115679,300.08,Weekend Markdown,USA
1227707,2400.68,Price Savers,USA
1238456,5.23,Price Savers,USA
1940840,81.32,Super Savers,USA
1298805,15.69,Super Duper Savers,USA
1169894,600.16,Two Day Sale,USA
1183571,5.23,Double Down Sale,USA
1921232,71.68,Sales Galore,USA
1130799,900.24,Sales Galore,USA
1199384,60.6,Big Promo,USA
1300557,121.98,Dollar Days,USA
1162186,81.32,Saving Days,USA
1299125,46.92,Price Winners,USA
1720017,10.46,Tip Top Savings,USA
1293086,121.98,Double Down Sale,USA
1995407,35.19,Dollar Days,USA
1306845,20.92,Super Duper Savers,USA
1274190,107.52,Double Down Sale,USA
1305432,107.52,Double Down Sale,USA
1224122,1500.4,Dollar Cutters,USA
1119142,203.3,Super Duper Savers,USA
1117526,203.3,Sales Galore,USA
1195735,300.08,Super Duper Savers,USA
1243930,3150,Super Duper Savers,USA
1320007,1500.4,Save-It Sale,USA
1339004,1200.32,Big Promo,USA
1139437,58.65,Price Winners,USA
1325491,1200.34,Double Down Sale,USA
1332582,58.65,Dollar Days,USA
1976566,40.66,Tip Top Savings,USA
1420592,20.92,Save-It Sale,USA
1312499,15.15,Sales Galore,USA
1304591,10.46,Price Winners,USA
1122118,203.3,Two Day Sale,USA
1297539,15.69,Super Duper Savers,USA
1339496,300.08,Two for One,USA
1160687,600.16,Super Duper Savers,USA
1153842,15.69,Price Savers,USA
1615452,600.17,Two for One,USA
1908600,162.64,Dollar Days,USA
1708279,121.98,Three for One,USA
1328691,600.16,Big Time Savings,USA
1423782,81.32,Unbeatable Price Savers,USA
1123315,600.16,Price Slashers,USA
1182578,2400.68,Savings Galore,USA
1403818,75.75,Best Savings,USA
1508712,107.52,Shelf Clearing Days,USA
1959992,15.69,Super Duper Savers,USA
1279688,300.08,Weekend Markdown,USA
1300847,179.2,Dollar Cutters,USA
1170966,26.15,Unbeatable Price Savers,USA
1230221,300.08,Two Day Sale,USA
1317354,300.08,Unbeatable Price Savers,USA
1155404,143.36,Weekend Markdown,USA
1151181,600.16,Price Slashers,USA
1144046,600.17,Price Slashers,USA
1959386,600.17,Weekend Markdown,USA
1737965,1500.4,Pick Your Savings,USA
1194017,5250,Pick Your Savings,USA
1252777,600.16,Price Slashers,USA
1254142,1800.51,Double Down Sale,USA
1120850,600.16,Bye Bye Baby,USA
1220285,20.92,Weekend Markdown,USA
1180980,600.16,Weekend Markdown,USA
1301451,203.3,Price Slashers,USA
1125700,3000.85,Big Promo,USA
1533062,900.24,Dollar Cutters,USA
1998874,1500.4,Savings Galore,USA
1325619,5.23,Big Promo,USA
1200646,10.46,Weekend Markdown,USA
1337094,1050,Double Your Savings,USA
1436935,162.64,Bye Bye Baby,USA
1585560,1200.34,Bye Bye Baby,USA
1191967,203.3,Double Your Savings,USA
1304567,23.46,Big Time Savings,USA
1232809,3000.85,Best Savings,USA
1157441,20.92,Price Smashers,USA
1591015,300.08,Weekend Markdown,USA
1219334,2400.68,Savings Galore,USA
1162719,1500.4,Shelf Clearing Days,USA
1237375,15.15,Weekend Markdown,USA
1289611,900.24,Weekend Markdown,USA
1217650,15.69,Price Smashers,USA
1214129,300.08,Big Time Savings,USA
1300799,15.69,Super Savers,USA
1163771,143.36,Big Time Savings,USA
1252528,5250,Sales Galore,USA
1147387,1500.4,Best Savings,USA
1186255,300.08,Double Down Sale,USA
1308341,1200.32,Dimes Off,USA
1177664,121.98,Super Savers,USA
1278519,3150,Two Day Sale,USA
1160636,162.64,Dimes Off,USA
1306136,5.23,Unbeatable Price Savers,USA
1240224,5.23,Best Savings,USA
1227030,1200.32,Pick Your Savings,USA
1258204,300.08,Two Day Sale,USA
1231070,1500.4,Price Slashers,USA
1434983,23.46,Weekend Markdown,USA
1326925,143.36,Super Duper Savers,USA
1183840,300.08,Big Time Savings,USA
1533184,3000.85,Super Savers,USA
1735039,300.08,Two for One,USA
1319997,1500.4,Dollar Cutters,USA
1228150,1500.4,Go For It,USA
1215373,1500.4,Go For It,USA
1275695,75.75,Two for One,USA
1107255,11.73,Savings Galore,USA
1301538,20.92,Sales Days,USA
1119469,300.08,Super Savers,USA
1678313,1200.32,Go For It,USA
1264491,203.3,Dollar Cutters,USA
1177957,1200.32,Big Time Discounts,USA
1188384,300.08,Big Promo,USA
1527111,10.46,Super Duper Savers,USA
1152252,75.75,Sales Days,USA
1131076,23.46,Two for One,USA
1151031,58.65,Wallet Savers,USA
1638444,1200.34,Green Light Days,USA
1884439,143.36,Dollar Cutters,USA
1381853,121.98,Wallet Savers,USA
1104404,1800.51,Green Light Days,USA
1926542,35.84,Price Winners,USA
1263473,1800.51,Big Time Discounts,USA
1177317,20.92,Wallet Savers,USA
1941223,1500.4,Super Duper Savers,USA
1323436,26.15,Green Light Days,USA
1245250,600.17,Super Duper Savers,USA
1589196,35.84,Green Light Days,USA
1241028,600.16,Sales Days,USA
1846943,162.64,Two for One,USA
1131492,15.69,Green Light Days,USA
1252340,26.15,Two for One,USA
1571614,46.92,One Day Sale,USA
1269945,5.23,Double Down Sale,USA
1293115,600.16,Savings Galore,USA
1180632,300.08,Two for One,USA
1946433,4200,Super Duper Savers,USA
1557864,300.08,Price Winners,USA
1721903,10.46,Super Duper Savers,USA
1995914,3150,Super Savers,USA
1423124,300.08,Savings Galore,USA
1318626,121.98,Savings Galore,USA
1284431,4200,Green Light Days,USA
1334469,179.2,Big Promo,USA
1568785,26.15,Big Time Discounts,USA
1307376,26.15,Price Destroyers,USA
1136509,162.64,Price Destroyers,USA
1194798,2100,Two for One,USA
1236520,107.52,Savings Galore,USA
1295482,1800.51,Price Winners,USA
1472275,162.64,Super Savers,USA
1301404,900.24,Two for One,USA
1100487,162.64,Big Time Discounts,USA
1206026,15.15,Two for One,USA
1332620,81.32,Price Destroyers,USA
1434161,600.16,Wallet Savers,USA
1166306,900.24,Save-It Sale,USA
1207389,900.24,Weekend Markdown,USA
1237018,20.92,Bye Bye Baby,USA
1246114,179.2,Bye Bye Baby,USA
1216889,600.16,You Save Days,USA
1137065,20.92,Weekend Markdown,USA
1284262,15.69,Price Destroyers,USA
1154122,40.66,Shelf Emptiers,USA
1950429,81.32,You Save Days,USA
1499170,35.84,Best Savings,USA
1253083,600.16,Bye Bye Baby,USA
1508173,121.98,Dollar Cutters,USA
1763131,1500.4,You Save Days,USA
1149766,121.98,Pick Your Savings,USA
1702817,75.75,Save-It Sale,USA
1208491,300.08,Weekend Markdown,USA
1337030,10.46,Two for One,USA
1312041,600.16,Super Savers,USA
1150629,900.24,High Roller Savings,USA
1197620,10.46,Weekend Markdown,USA
1730771,1500.4,High Roller Savings,USA
1873382,2400.68,Price Savers,USA
1637675,1200.32,Two for One,USA
1153278,71.68,Price Destroyers,USA
1842493,900.24,Save-It Sale,USA
1156991,10.46,Save-It Sale,USA
1722730,23.46,Price Winners,USA
1299533,15.69,Price Destroyers,USA
1187160,3000.85,Price Destroyers,USA
1101832,121.98,High Roller Savings,USA
1943403,35.84,High Roller Savings,USA
1454983,58.65,Price Savers,USA
1338302,162.64,Pick Your Savings,USA
1328822,15.69,Dollar Cutters,USA
1168181,900.24,Super Savers,USA
1108543,1500.4,Dollar Days,USA
1120615,71.68,Savings Galore,USA
1248840,900.24,Save-It Sale,USA
1283774,35.84,Price Winners,USA
1212305,15.15,Bye Bye Baby,USA
1111228,300.08,You Save Days,USA
1230558,81.32,Weekend Markdown,USA
1130124,900.24,High Roller Savings,USA
1221797,15.69,Double Down Sale,USA
1154490,1500.4,Price Winners,USA
1159376,10.46,Best Savings,USA
1214545,46.92,Shelf Emptiers,USA
1213589,2100,Big Time Discounts,USA
1101148,162.64,Super Savers,USA
1186663,35.84,One Day Sale,USA
1291062,162.64,Two for One,USA
1103389,40.66,Price Savers,USA
1140596,81.32,Price Cutters,USA
1115322,5.23,Best Savings,USA
1273800,81.32,Shelf Clearing Days,USA
1384332,40.66,Shelf Emptiers,USA
1268628,121.98,Save-It Sale,USA
1146305,10.46,Mystery Sale,USA
1648743,3000.85,High Roller Savings,USA
1148083,203.3,Price Cutters,USA
1733806,20.92,Double Down Sale,USA
1214007,143.36,Two for One,USA
1480974,10.46,Shelf Emptiers,USA
1126095,26.15,High Roller Savings,USA
1100033,20.92,Price Savers,USA
1265860,20.92,Two Day Sale,USA
1512570,46.92,Shelf Clearing Days,USA
1118757,300.08,Shelf Clearing Days,USA
1313516,60.6,One Day Sale,USA
1223795,900.24,Two for One,USA
1254341,10.46,One Day Sale,USA
1273435,20.92,Shelf Emptiers,USA
1127616,75.75,High Roller Savings,USA
1893043,1500.4,Sales Galore,USA
1295712,10.46,High Roller Savings,USA
1162565,600.16,Two for One,USA
1300520,45.45,Shelf Emptiers,USA
1149473,900.24,You Save Days,USA
1936118,15.69,Two Day Sale,USA
1242648,5.23,Two Day Sale,USA
1725938,121.98,Two Day Sale,USA
1299480,1200.34,Save-It Sale,USA
1134272,35.84,Save-It Sale,USA
1128518,600.17,Sales Galore,USA
1293208,600.17,Sales Galore,USA
1332003,81.32,Two Day Sale,USA
1251779,179.2,Price Cutters,USA
1334155,45.45,Fantastic Discounts,USA
1724379,300.08,High Roller Savings,USA
1843249,162.64,Shelf Emptiers,USA
1292746,1500.4,Price Savers,USA
1230701,600.16,High Roller Savings,USA
1230983,300.08,Big Promo,USA
1313187,46.92,Two Day Sale,USA
1206607,300.08,Two for One,USA
1323928,121.98,Save-It Sale,USA
1374693,10.46,Two Day Sale,USA
1318521,1500.4,Shelf Clearing Days,USA
1222827,900.24,Two Day Sale,USA
1649554,107.52,Two Day Sale,USA
1111055,1050,Big Promo,USA
1570709,600.17,Price Cutters,USA
1251307,600.17,Double Down Sale,USA
1117277,300.08,Price Cutters,USA
1240824,1500.4,High Roller Savings,USA
1135134,40.66,Price Savers,USA
1222401,26.15,Big Time Savings,USA
1263185,1500.4,High Roller Savings,USA
1311849,5250,Big Time Discounts,USA
1137332,2400.68,Go For It,USA
1319596,1050,Big Time Discounts,USA
1632642,58.65,Price Slashers,USA
1127930,300.08,Green Light Days,USA
1258931,121.98,Green Light Days,USA
1230411,203.3,Money Savers,USA
1136610,162.64,Saving Days,USA
1234673,20.92,Big Time Discounts,USA
1138615,1500.4,Price Slashers,USA
1116541,71.68,Price Destroyers,USA
1332971,2400.68,You Save Days,USA
1786653,600.17,Saving Days,USA
1115338,900.24,Free For All,USA
1201131,300.08,Unbeatable Price Savers,USA
1328046,121.98,Big Time Discounts,USA
1153790,40.66,Go For It,USA
1251311,2400.68,Saving Days,USA
1326582,900.24,Weekend Markdown,USA
1474661,203.3,Saving Days,USA
1160638,600.16,Money Savers,USA
1437948,26.15,Green Light Days,USA
1282321,5.23,Green Light Days,USA
1707747,58.65,Unbeatable Price Savers,USA
1158486,15.69,Go For It,USA
1224933,81.32,Saving Days,USA
1164873,60.6,Go For It,USA
1325555,4200,Free For All,USA
1325396,26.15,Go For It,USA
1280155,179.2,Saving Days,USA
1156562,162.64,Big Time Discounts,USA
1332361,900.24,Green Light Days,USA
1317628,15.69,Free For All,USA
1907952,600.16,Free For All,USA
1281621,20.92,Saving Days,USA
1289841,5.23,Green Light Days,USA
1335087,75.75,Free For All,USA
1239889,300.08,Money Savers,USA
1742907,300.08,Price Savers,USA
1271714,35.84,Price Savers,USA
1457421,162.64,Super Wallet Savers,USA
1246390,1200.32,Green Light Days,USA
1179338,1200.34,Wallet Savers,USA
1254528,162.64,Free For All,USA
1299925,600.16,Price Savers,USA
1321373,26.15,Price Savers,USA
1966684,143.36,Wallet Savers,USA
1726807,1200.32,Weekend Markdown,USA
1333100,1500.4,Super Wallet Savers,USA
1207643,35.84,Green Light Days,USA
1647207,600.16,Weekend Markdown,USA
1330964,1200.34,Weekend Markdown,USA
1237324,35.84,Go For It,USA
1269825,15.69,Saving Days,USA
1305024,1200.32,Wallet Savers,USA
1223568,71.68,Sale Winners,USA
1194268,58.65,Saving Days,USA
1155448,600.17,Double Your Savings,USA
1205336,40.66,Wallet Savers,USA
1171351,11.73,Big Promo,USA
1249223,600.16,Tip Top Savings,USA
1258001,162.64,Go For It,USA
1231029,1200.32,Unbeatable Price Savers,USA
1163202,900.24,Unbeatable Price Savers,USA
1169427,1500.4,One Day Sale,USA
1737161,20.92,Fantastic Discounts,USA
1225327,81.32,Sales Galore,USA
1159355,20.92,Sale Winners,USA
1280408,300.08,Three for One,Mexico
1323785,71.68,Three for One,Mexico
1257286,40.66,Three for One,Mexico
1331405,900.24,Best Savings,Mexico
1306957,600.16,Go For It,Mexico
1147079,1200.32,Price Savers,Mexico
1829259,162.64,Super Savers,Mexico
1296251,81.32,Big Time Discounts,Mexico
1808238,1200.34,Wallet Savers,Mexico
1891465,300.08,Wallet Savers,Mexico
1563052,162.64,Savings Galore,Mexico
1130443,600.17,Big Time Discounts,Mexico
1241690,23.46,Price Savers,Mexico
1643231,143.36,Savings Galore,Mexico
1295337,2400.68,Super Savers,Mexico
1265980,15.15,Super Savers,Mexico
1293153,10.46,Big Time Discounts,Mexico
1193148,1200.32,Super Savers,Mexico
1318625,5250,Three for One,Mexico
1142245,121.98,Wallet Savers,Mexico
1205906,1200.32,Super Savers,Mexico
1277462,600.16,Big Time Discounts,Mexico
1753100,5.23,Best Savings,Mexico
1610847,1200.32,Price Savers,Mexico
1295181,10.46,Best Savings,Mexico
1198308,26.15,Three for One,Mexico
1180570,3000.85,Big Time Discounts,Mexico
1260475,1500.4,Price Slashers,Mexico
1251024,10.46,Super Savers,Mexico
1302151,4200,Money Savers,Mexico
1145917,203.3,Savings Galore,Mexico
1254721,1500.4,Go For It,Mexico
1103120,2400.68,Wallet Savers,Mexico
1173288,26.15,Price Slashers,Mexico
1279088,3150,Super Savers,Mexico
1190414,15.69,Money Savers,Mexico
1613381,300.08,One Day Sale,Mexico
1107697,35.84,Sales Days,Mexico
1193600,1200.32,Sales Days,Mexico
1165090,900.24,Money Savers,Mexico
1260728,179.2,Sale Winners,Mexico
1164219,143.36,Green Light Days,Mexico
1318282,23.46,Shelf Clearing Days,Mexico
1212598,15.69,Three for One,Mexico
1212833,81.32,Two Day Sale,Mexico
1326146,600.16,Three for One,Mexico
1169684,5.23,Best Savings,Mexico
1462436,121.98,Best Savings,Mexico
1940151,15.69,Sales Days,Mexico
1210603,162.64,Three for One,Mexico
1174942,900.24,Big Time Savings,Mexico
1163206,15.69,Big Promo,Mexico
1266121,1200.32,One Day Sale,Mexico
1454912,71.68,One Day Sale,Mexico
1831916,1500.4,Sales Galore,Mexico
1180372,58.65,Money Savers,Mexico
1466698,1800.51,Two Day Sale,Mexico
1119678,4200,Green Light Days,Mexico
1296369,5.23,Two Day Sale,Mexico
1133116,1500.4,Green Light Days,Mexico
1165625,2400.68,Green Light Days,Mexico
1333045,300.08,Big Time Savings,Mexico
1131869,5.23,Green Light Days,Mexico
1168101,35.19,Sales Galore,Mexico
1713258,900.24,One Day Sale,Mexico
1144171,300.08,Money Savers,Mexico
1191531,1800.51,Three for One,Mexico
1165583,300.08,One Day Sale,Mexico
1210803,1200.32,Big Time Savings,Mexico
1209258,203.3,Sale Winners,Mexico
1169548,1500.4,Three for One,Mexico
1140693,600.16,Sale Winners,Mexico
1172509,1800.51,Big Time Savings,Mexico
1301205,20.92,Sales Days,Mexico
1338366,3000.85,Sale Winners,Mexico
1108742,1500.4,One Day Sale,Mexico
1261374,71.68,Sale Winners,Mexico
1860717,600.16,One Day Sale,Mexico
1295440,10.46,Pick Your Savings,Mexico
1273820,20.92,Best Savings,Mexico
1279919,600.16,Shelf Clearing Days,Mexico
1190006,40.66,Money Savers,Mexico
1156252,143.36,Two Day Sale,Mexico
1183583,40.66,Big Promo,Mexico
1258930,2400.68,One Day Sale,Mexico
1651105,5.23,Big Time Savings,Mexico
1135098,1500.4,Money Savers,Mexico
1187453,1800.51,Green Light Days,Mexico
1176625,1200.32,Big Promo,Mexico
1289516,1500.4,One Day Sale,Mexico
